order_item_key,orders_key,product_key,product_variant_key,time_key,customer_key,platform_key,item_quantity,paid_price,original_unit_price,voucher_platform_amount,voucher_seller_amount,shipping_fee_paid_by_buyer
L00018257,15575.1,19.1,323.1,20230817,23749.1,1,1,262.5,350.0,87.5,0.0,5.33
L00018258,15576.1,4.1,29.1,20230817,22295.1,1,1,180.0,180.0,0.0,0.0,9.93
L00018259,15576.1,19.1,323.1,20230817,22295.1,1,1,350.0,350.0,0.0,0.0,23.82
L00018260,15576.1,4.1,29.1,20230817,22295.1,1,1,180.0,180.0,0.0,0.0,9.93
L00018261,15576.1,19.1,323.1,20230817,22295.1,1,1,350.0,350.0,0.0,0.0,23.82
S00018262,15577.2,47.2,289.2,20230817,23751.2,2,2,625.0,640.0,0.0,0.0,27.5
S00018263,15577.2,19.2,148.2,20230817,23751.2,2,2,625.0,640.0,0.0,0.0,27.5
S00018264,15578.2,19.2,148.2,20230817,23753.2,2,1,320.0,320.0,0.0,0.0,140.0
S00018265,15579.2,7.2,117.2,20230817,22137.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018266,15580.2,19.2,148.2,20230817,23752.2,2,1,350.0,350.0,0.0,0.0,84.0
L00018267,15581.1,19.1,323.1,20230818,23756.1,1,1,350.0,350.0,0.0,0.0,0.5
L00018268,15582.1,17.1,97.1,20230818,19081.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018269,15583.1,19.1,323.1,20230818,23759.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018270,15584.1,19.1,323.1,20230818,23755.1,1,1,306.99,350.0,43.01,0.0,0.0
L00018271,15585.1,19.1,323.1,20230818,23754.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018272,15588.1,19.1,323.1,20230818,23758.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018273,15589.1,19.1,323.1,20230818,21658.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018274,15590.1,19.1,323.1,20230818,23760.1,1,1,262.5,350.0,87.5,0.0,0.5
L00018275,15591.1,19.1,323.1,20230819,23767.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018276,15592.1,19.1,323.1,20230819,23765.1,1,1,262.5,350.0,87.5,0.0,0.5
L00018277,15593.1,15.1,83.1,20230819,23763.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018278,15595.1,17.1,97.1,20230819,23764.1,1,1,350.0,350.0,0.0,0.0,47.83
L00018279,15595.1,19.1,323.1,20230819,23764.1,1,1,350.0,350.0,0.0,0.0,46.67
L00018280,15596.1,19.1,323.1,20230819,23762.1,1,1,300.0,350.0,50.0,0.0,0.5
L00018281,15597.1,19.1,323.1,20230820,23771.1,1,1,305.01,350.0,44.99,0.0,40.5
L00018282,15599.1,19.1,323.1,20230820,23768.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018283,15601.1,19.1,323.1,20230820,23769.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018284,15602.1,19.1,323.1,20230820,23111.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018285,15603.1,19.1,323.1,20230820,23773.1,1,1,350.0,350.0,0.0,0.0,11.2
L00018286,15606.1,19.1,323.1,20230821,18825.1,1,1,271.28,350.0,78.72,0.0,0.0
L00018287,15606.1,19.1,323.1,20230821,18825.1,1,1,271.28,350.0,78.72,0.0,0.0
L00018288,15607.1,19.1,323.1,20230821,23780.1,1,1,326.4,350.0,23.6,0.0,40.5
L00018289,15608.1,19.1,323.1,20230821,23774.1,1,1,350.0,350.0,0.0,0.0,0.5
L00018290,15609.1,19.1,323.1,20230821,22671.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018291,15611.1,19.1,323.1,20230821,23779.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018292,15612.1,19.1,323.1,20230821,23778.1,1,1,262.5,350.0,87.5,0.0,15.35
L00018293,15613.1,19.1,323.1,20230821,23776.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018294,15615.1,19.1,323.1,20230822,21937.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018295,15615.1,19.1,323.1,20230822,21937.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018296,15615.1,19.1,323.1,20230822,21937.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018297,15615.1,19.1,323.1,20230822,21937.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018298,15615.1,19.1,323.1,20230822,21937.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018299,15616.1,19.1,323.1,20230822,23786.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018300,15617.1,19.1,323.1,20230822,23785.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018301,15618.1,19.1,323.1,20230822,23784.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018302,15619.1,19.1,323.1,20230822,23783.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018303,15620.1,17.1,97.1,20230822,21752.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018304,15621.1,19.1,323.1,20230822,23782.1,1,1,350.0,350.0,0.0,0.0,34.15
L00018305,15622.1,19.1,323.1,20230822,23781.1,1,1,309.18,350.0,40.82,0.0,24.45
L00018306,15622.1,17.1,97.1,20230822,23781.1,1,1,309.18,350.0,40.82,0.0,25.05
L00018307,15623.1,19.1,323.1,20230823,23789.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018308,15623.1,5.1,50.1,20230823,23789.1,1,1,440.0,440.0,0.0,0.0,0.0
L00018309,15624.1,17.1,97.1,20230823,23791.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018310,15625.1,19.1,323.1,20230823,23788.1,1,1,300.0,350.0,50.0,0.0,0.0
L00018311,15626.1,19.1,323.1,20230823,23792.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018312,15627.1,19.1,323.1,20230823,23787.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018313,15627.1,19.1,323.1,20230823,23787.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018314,15633.1,21.1,102.1,20230824,23800.1,1,1,350.0,350.0,0.0,0.0,19.31
L00018315,15635.1,17.1,97.1,20230824,23795.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018316,15636.1,19.1,323.1,20230824,23796.1,1,1,280.26,350.0,69.74,0.0,40.5
L00018317,15637.1,20.1,101.1,20230824,23798.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018318,15637.1,17.1,97.1,20230824,23798.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018319,15637.1,19.1,323.1,20230824,23798.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018320,15638.1,17.1,97.1,20230825,23687.1,1,1,350.0,350.0,0.0,0.0,25.06
L00018321,15638.1,19.1,323.1,20230825,23687.1,1,1,350.0,350.0,0.0,0.0,24.44
L00018322,15639.1,20.1,101.1,20230825,23802.1,1,1,308.6,350.0,41.4,0.0,40.5
L00018323,15640.1,19.1,323.1,20230825,23805.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018324,15642.1,19.1,323.1,20230825,23804.1,1,1,304.58,350.0,45.42,0.0,34.15
L00018325,15643.1,19.1,323.1,20230825,23801.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018326,15644.1,19.1,323.1,20230825,23806.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018327,15645.1,1.1,1.1,20230825,23803.1,1,1,350.0,350.0,0.0,0.0,86.52
L00018328,15645.1,21.1,102.1,20230825,23803.1,1,1,350.0,350.0,0.0,0.0,82.57
L00018329,15646.1,19.1,323.1,20230826,20926.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018330,15647.1,19.1,323.1,20230826,23810.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018331,15648.1,19.1,323.1,20230826,23812.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018332,15649.1,17.1,97.1,20230826,23808.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018333,15649.1,17.1,97.1,20230826,23808.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018334,15650.1,19.1,323.1,20230826,23809.1,1,1,350.0,350.0,0.0,0.0,11.2
L00018335,15652.1,17.1,97.1,20230826,23807.1,1,1,350.0,350.0,0.0,0.0,24.95
L00018336,15653.1,19.1,323.1,20230826,23811.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018337,15654.1,19.1,323.1,20230827,23816.1,1,1,323.71,350.0,26.29,0.0,0.0
L00018338,15654.1,19.1,323.1,20230827,23816.1,1,1,323.71,350.0,26.29,0.0,0.0
L00018339,15654.1,19.1,323.1,20230827,23816.1,1,1,323.72,350.0,26.28,0.0,0.0
L00018340,15655.1,19.1,323.1,20230827,23813.1,1,1,325.3,350.0,24.7,0.0,0.0
L00018341,15655.1,4.1,29.1,20230827,23813.1,1,1,167.3,180.0,12.7,0.0,0.0
L00018342,15655.1,4.1,29.1,20230827,23813.1,1,1,167.3,180.0,12.7,0.0,0.0
L00018343,15655.1,4.1,29.1,20230827,23813.1,1,1,167.3,180.0,12.7,0.0,0.0
L00018344,15655.1,19.1,323.1,20230827,23813.1,1,1,325.3,350.0,24.7,0.0,0.0
L00018345,15656.1,19.1,323.1,20230827,23821.1,1,1,326.64,350.0,23.36,0.0,40.5
L00018346,15657.1,19.1,323.1,20230827,23814.1,1,1,350.0,350.0,0.0,0.0,61.2
L00018347,15658.1,19.1,323.1,20230827,23817.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018348,15659.1,20.1,101.1,20230827,23818.1,1,1,273.25,350.0,76.75,0.0,29.74
L00018349,15659.1,15.1,83.1,20230827,23818.1,1,1,273.26,350.0,76.74,0.0,29.26
L00018350,15660.1,5.1,40.1,20230827,23815.1,1,1,330.0,440.0,110.0,0.0,0.0
L00018351,15661.1,19.1,323.1,20230827,23819.1,1,1,350.0,350.0,0.0,0.0,16.1
L00018352,15662.1,15.1,83.1,20230827,23820.1,1,1,350.0,350.0,0.0,0.0,24.95
L00018353,15662.1,19.1,323.1,20230827,23820.1,1,1,350.0,350.0,0.0,0.0,24.55
L00018354,15664.1,19.1,323.1,20230828,23826.1,1,1,350.0,350.0,0.0,0.0,11.2
L00018355,15666.1,4.1,25.1,20230828,23828.1,1,1,135.0,180.0,45.0,0.0,0.0
L00018356,15666.1,4.1,25.1,20230828,23828.1,1,1,135.0,180.0,45.0,0.0,0.0
L00018357,15667.1,17.1,97.1,20230828,23823.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018358,15668.1,19.1,323.1,20230828,23829.1,1,1,350.0,350.0,0.0,0.0,42.57
L00018359,15668.1,19.1,323.1,20230828,23829.1,1,1,350.0,350.0,0.0,0.0,42.57
L00018360,15669.1,20.1,101.1,20230828,23824.1,1,1,350.0,350.0,0.0,0.0,11.2
L00018361,15670.1,19.1,323.1,20230828,23822.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018362,15671.1,19.1,323.1,20230828,23827.1,1,1,350.0,350.0,0.0,0.0,19.0
L00018363,15671.1,19.1,323.1,20230828,23827.1,1,1,350.0,350.0,0.0,0.0,19.0
S00018364,15673.2,19.2,148.2,20230828,23841.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018365,15675.2,19.2,148.2,20230828,23846.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018366,15676.2,19.2,148.2,20230828,14704.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018367,15677.2,38.2,241.2,20230828,18740.2,2,2,360.0,360.0,0.0,0.0,70.43478260869566
S00018368,15677.2,38.2,243.2,20230828,18740.2,2,1,180.0,180.0,0.0,0.0,35.21739130434783
S00018369,15677.2,38.2,236.2,20230828,18740.2,2,1,150.0,150.0,0.0,0.0,29.347826086956523
S00018370,15678.2,46.2,288.2,20230828,23835.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018371,15679.2,37.2,229.2,20230828,23837.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018372,15680.2,19.2,148.2,20230828,23839.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018373,15681.2,19.2,148.2,20230828,23831.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018374,15682.2,19.2,148.2,20230828,23833.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018375,15684.2,47.2,289.2,20230828,23844.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018376,15685.2,33.2,204.2,20230828,23847.2,2,4,1250.0,1400.0,0.0,0.0,175.00000000000003
S00018377,15686.2,23.2,157.2,20230828,23838.2,2,1,349.0,349.0,0.0,0.0,38.0
S00018378,15687.2,38.2,236.2,20230828,23840.2,2,1,150.0,150.0,0.0,0.0,17.272727272727273
S00018379,15687.2,38.2,241.2,20230828,23840.2,2,1,180.0,180.0,0.0,0.0,20.727272727272727
S00018380,15688.2,19.2,148.2,20230828,23843.2,2,1,200.0,350.0,150.0,0.0,21.714285714285715
S00018381,15689.2,19.2,148.2,20230828,23842.2,2,1,348.0,350.0,0.0,0.0,37.78285714285714
S00018382,15690.2,19.2,148.2,20230828,23836.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018383,15691.2,19.2,148.2,20230828,23848.2,2,1,350.0,350.0,0.0,0.0,84.0
S00018384,15692.2,19.2,148.2,20230828,17523.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018385,15693.2,19.2,148.2,20230828,23832.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018386,15694.2,19.2,148.2,20230828,23845.2,2,1,350.0,350.0,0.0,0.0,38.0
L00018387,15695.1,19.1,323.1,20230829,23852.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018388,15696.1,17.1,97.1,20230829,23212.1,1,1,350.0,350.0,0.0,0.0,50.93
L00018389,15697.1,19.1,323.1,20230829,23853.1,1,1,350.0,350.0,0.0,0.0,42.75
L00018390,15697.1,19.1,323.1,20230829,23853.1,1,1,350.0,350.0,0.0,0.0,42.75
L00018391,15697.1,19.1,323.1,20230829,23853.1,1,1,350.0,350.0,0.0,0.0,42.75
L00018392,15697.1,19.1,323.1,20230829,23853.1,1,1,350.0,350.0,0.0,0.0,42.75
L00018393,15698.1,19.1,323.1,20230829,23849.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018394,15699.1,19.1,323.1,20230829,23850.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018395,15700.1,19.1,323.1,20230829,23759.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018396,15700.1,19.1,323.1,20230829,23759.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018397,15701.1,17.1,97.1,20230829,23851.1,1,1,350.0,350.0,0.0,0.0,120.0
S00018398,15703.2,19.2,148.2,20230829,23863.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018399,15704.2,19.2,148.2,20230829,23860.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018400,15705.2,19.2,148.2,20230829,23871.2,2,1,273.0,350.0,28.0,0.0,24.7
S00018401,15705.2,15.2,130.2,20230829,23871.2,2,1,272.0,350.0,28.0,0.0,24.609523809523807
S00018402,15705.2,14.2,129.2,20230829,23871.2,2,1,272.0,350.0,28.0,0.0,24.609523809523807
S00018403,15706.2,38.2,241.2,20230829,20387.2,2,1,180.0,180.0,0.0,0.0,22.5
S00018404,15706.2,50.2,292.2,20230829,20387.2,2,1,340.0,340.0,0.0,0.0,42.5
S00018405,15707.2,19.2,148.2,20230829,23867.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018406,15709.2,47.2,289.2,20230829,23873.2,2,1,308.0,350.0,42.0,0.0,19.799999999999997
S00018407,15709.2,19.2,148.2,20230829,23873.2,2,1,308.0,350.0,42.0,0.0,19.799999999999997
S00018408,15710.2,30.2,201.2,20230829,23870.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00018409,15710.2,46.2,288.2,20230829,23870.2,2,1,350.0,350.0,0.0,0.0,22.499999999999996
S00018410,15712.2,19.2,148.2,20230829,23866.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018411,15713.2,19.2,148.2,20230829,23861.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00018412,15714.2,19.2,148.2,20230829,23878.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018413,15715.2,19.2,148.2,20230829,23875.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018414,15716.2,38.2,236.2,20230829,23855.2,2,1,150.0,150.0,0.0,0.0,38.0
S00018415,15717.2,19.2,148.2,20230829,23862.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018416,15719.2,19.2,148.2,20230829,23858.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018417,15720.2,46.2,288.2,20230829,16041.2,2,1,350.0,350.0,0.0,0.0,42.5
S00018418,15720.2,15.2,130.2,20230829,16041.2,2,1,350.0,350.0,0.0,0.0,42.5
S00018419,15721.2,15.2,130.2,20230829,23865.2,2,1,281.0,350.0,32.0,0.0,43.90625
S00018420,15721.2,33.2,204.2,20230829,23865.2,2,1,281.0,350.0,32.0,0.0,43.90625
S00018421,15721.2,39.2,249.2,20230829,23865.2,2,1,282.0,350.0,29.0,0.0,44.0625
S00018422,15721.2,19.2,148.2,20230829,23865.2,2,1,315.0,350.0,35.0,0.0,49.21875
S00018423,15721.2,47.2,289.2,20230829,23865.2,2,1,281.0,350.0,32.0,0.0,43.90625
S00018424,15724.2,19.2,148.2,20230829,23872.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018425,15725.2,46.2,288.2,20230829,23859.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018426,15726.2,19.2,148.2,20230829,21086.2,2,2,700.0,700.0,0.0,0.0,85.0
S00018427,15727.2,19.2,148.2,20230829,23877.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018428,15728.2,19.2,148.2,20230829,23856.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018429,15730.2,18.2,147.2,20230829,21589.2,2,2,700.0,700.0,0.0,0.0,44.99999999999999
S00018430,15731.2,19.2,148.2,20230829,23869.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018431,15732.2,47.2,289.2,20230829,23857.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
L00018432,15734.1,19.1,323.1,20230830,23879.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018433,15736.1,19.1,323.1,20230830,23882.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018434,15737.1,19.1,323.1,20230830,23881.1,1,1,350.0,350.0,0.0,0.0,40.5
S00018435,15739.2,19.2,148.2,20230830,23908.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018436,15740.2,19.2,148.2,20230830,23913.2,2,1,280.0,280.0,0.0,0.0,58.00000000000001
S00018437,15741.2,19.2,148.2,20230830,23883.2,2,3,840.0,840.0,0.0,0.0,140.25
S00018438,15741.2,47.2,289.2,20230830,23883.2,2,1,280.0,280.0,0.0,0.0,46.75
S00018439,15742.2,19.2,148.2,20230830,20639.2,2,1,280.0,280.0,0.0,0.0,58.00000000000001
S00018440,15743.2,19.2,148.2,20230830,23469.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018441,15744.2,19.2,148.2,20230830,23910.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018442,15745.2,19.2,148.2,20230830,23890.2,2,1,252.0,280.0,28.0,0.0,18.0
S00018443,15745.2,37.2,229.2,20230830,23890.2,2,1,314.0,350.0,36.0,0.0,22.428571428571427
S00018444,15746.2,46.2,288.2,20230830,23915.2,2,1,313.0,350.0,0.0,0.0,46.8248
S00018445,15746.2,19.2,148.2,20230830,23915.2,2,1,311.0,350.0,0.0,0.0,46.525600000000004
S00018446,15746.2,39.2,249.2,20230830,23915.2,2,1,313.0,350.0,0.0,0.0,46.8248
S00018447,15746.2,47.2,289.2,20230830,23915.2,2,1,313.0,350.0,0.0,0.0,46.8248
S00018448,15747.2,19.2,148.2,20230830,23892.2,2,1,350.0,350.0,0.0,0.0,120.0
S00018449,15749.2,19.2,148.2,20230830,23887.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018450,15750.2,19.2,148.2,20230830,23896.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018451,15751.2,19.2,148.2,20230830,23886.2,2,2,560.0,560.0,0.0,0.0,45.0
S00018452,15752.2,18.2,147.2,20230830,23900.2,2,1,315.0,350.0,35.0,0.0,22.5
S00018453,15752.2,19.2,148.2,20230830,23900.2,2,1,252.0,280.0,28.0,0.0,18.0
S00018454,15753.2,19.2,148.2,20230830,23056.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018455,15754.2,19.2,148.2,20230830,23909.2,2,2,560.0,560.0,0.0,0.0,85.0
S00018456,15755.2,19.2,148.2,20230830,23663.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018457,15756.2,19.2,148.2,20230830,23901.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018458,15757.2,47.2,289.2,20230830,13831.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018459,15759.2,19.2,148.2,20230830,23905.2,2,1,330.0,350.0,0.0,0.0,35.82857142857143
S00018460,15760.2,38.2,236.2,20230830,23889.2,2,1,150.0,150.0,0.0,0.0,38.0
S00018461,15761.2,19.2,148.2,20230830,22927.2,2,4,1063.0,1400.0,187.0,0.0,46.772
S00018462,15761.2,19.2,148.2,20230830,22927.2,2,4,1063.0,1400.0,187.0,0.0,46.772
S00018463,15763.2,19.2,148.2,20230830,23898.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018464,15764.2,47.2,289.2,20230830,13038.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018465,15765.2,19.2,148.2,20230830,23895.2,2,1,200.0,350.0,150.0,0.0,21.714285714285715
S00018466,15766.2,47.2,289.2,20230830,23897.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018467,15767.2,47.2,289.2,20230830,23917.2,2,1,280.0,280.0,0.0,0.0,84.0
S00018468,15769.2,33.2,204.2,20230830,23904.2,2,1,350.0,350.0,0.0,0.0,17.857142857142858
S00018469,15769.2,19.2,148.2,20230830,23904.2,2,1,280.0,280.0,0.0,0.0,14.285714285714286
S00018470,15769.2,37.2,229.2,20230830,23904.2,2,1,350.0,350.0,0.0,0.0,17.857142857142858
S00018471,15770.2,19.2,148.2,20230830,23834.2,2,1,280.0,280.0,0.0,0.0,58.00000000000001
S00018472,15771.2,19.2,148.2,20230830,23894.2,2,2,559.0,560.0,0.0,0.0,44.91964285714286
S00018473,15772.2,19.2,148.2,20230830,23911.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018474,15773.2,19.2,148.2,20230830,23885.2,2,1,130.0,280.0,150.0,0.0,17.642857142857142
S00018475,15774.2,19.2,148.2,20230830,23906.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018476,15775.2,19.2,148.2,20230830,23884.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018477,15776.2,19.2,148.2,20230830,23888.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018478,15777.2,19.2,148.2,20230830,23914.2,2,1,121.0,280.0,150.0,0.0,16.42142857142857
S00018479,15778.2,19.2,148.2,20230830,23891.2,2,1,280.0,280.0,0.0,0.0,38.0
S00018480,15779.2,39.2,249.2,20230830,23903.2,2,3,714.0,840.0,126.0,0.0,34.0
S00018481,15779.2,19.2,148.2,20230830,23903.2,2,9,2142.0,2520.0,378.0,0.0,102.0
S00018482,15780.2,20.2,149.2,20230830,23893.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018483,15781.2,19.2,148.2,20230830,23916.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018484,15782.2,19.2,148.2,20230830,23902.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018485,15783.2,19.2,148.2,20230830,23899.2,2,1,315.0,350.0,35.0,0.0,34.199999999999996
L00018486,15785.1,19.1,323.1,20230831,23922.1,1,1,262.5,350.0,87.5,0.0,0.0
L00018487,15786.1,19.1,323.1,20230831,23921.1,1,1,350.0,350.0,0.0,0.0,31.05
L00018488,15787.1,17.1,97.1,20230831,23920.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018489,15788.1,19.1,323.1,20230831,23918.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018490,15788.1,19.1,323.1,20230831,23918.1,1,1,350.0,350.0,0.0,0.0,24.75
L00018491,15789.1,19.1,323.1,20230901,23927.1,1,1,350.0,350.0,0.0,0.0,40.5
L00018492,15790.1,17.1,97.1,20230901,23923.1,1,1,350.0,350.0,0.0,0.0,14.7
L00018493,15791.1,4.1,25.1,20230901,23926.1,1,1,180.0,180.0,0.0,0.0,0.0
L00018494,15791.1,19.1,323.1,20230901,23926.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018495,15791.1,4.1,30.1,20230901,23926.1,1,1,180.0,180.0,0.0,0.0,0.0
L00018496,15792.1,19.1,323.1,20230901,23925.1,1,1,350.0,350.0,0.0,0.0,0.0
L00018497,15793.1,19.1,323.1,20230901,23924.1,1,1,350.0,350.0,0.0,0.0,0.0
S00018498,15795.2,19.2,148.2,20230901,23949.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018499,15796.2,47.2,289.2,20230901,19251.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018500,15797.2,19.2,148.2,20230901,23936.2,2,1,350.0,350.0,0.0,0.0,42.5
S00018501,15797.2,47.2,289.2,20230901,23936.2,2,1,350.0,350.0,0.0,0.0,42.5
S00018502,15798.2,19.2,148.2,20230901,23934.2,2,2,575.0,700.0,50.0,0.0,25.299999999999997
S00018503,15798.2,47.2,289.2,20230901,23934.2,2,2,575.0,700.0,50.0,0.0,25.299999999999997
S00018504,15799.2,19.2,148.2,20230901,23945.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018505,15800.2,19.2,148.2,20230901,23943.2,2,2,625.0,700.0,0.0,0.0,27.5
S00018506,15800.2,39.2,249.2,20230901,23943.2,2,1,312.0,350.0,0.0,0.0,13.728
S00018507,15800.2,15.2,130.2,20230901,23943.2,2,1,313.0,350.0,0.0,0.0,13.771999999999998
S00018508,15801.2,47.2,289.2,20230901,23930.2,2,1,310.0,350.0,0.0,2.0,13.639999999999999
S00018509,15801.2,19.2,148.2,20230901,23930.2,2,2,620.0,700.0,0.0,5.0,27.279999999999998
S00018510,15801.2,29.2,200.2,20230901,23930.2,2,1,310.0,350.0,0.0,3.0,13.639999999999999
S00018511,15802.2,19.2,148.2,20230901,13465.2,2,1,312.0,350.0,36.0,2.0,50.81142857142857
S00018512,15802.2,15.2,130.2,20230901,13465.2,2,1,311.0,350.0,35.0,4.0,50.64857142857143
S00018513,15802.2,39.2,249.2,20230901,13465.2,2,1,312.0,350.0,34.0,4.0,50.81142857142857
S00018514,15803.2,47.2,289.2,20230901,23935.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018515,15804.2,19.2,148.2,20230901,23944.2,2,1,350.0,350.0,0.0,0.0,57.99999999999999
S00018516,15806.2,15.2,130.2,20230901,23933.2,2,1,263.0,350.0,0.0,0.0,28.554285714285715
S00018517,15807.2,7.2,117.2,20230901,23947.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00018518,15807.2,46.2,288.2,20230901,23947.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00018519,15807.2,39.2,249.2,20230901,23947.2,2,1,350.0,350.0,0.0,0.0,16.666666666666664
S00018520,15808.2,47.2,289.2,20230901,23948.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018521,15810.2,19.2,148.2,20230901,23938.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018522,15811.2,15.2,130.2,20230901,22593.2,2,1,330.0,330.0,0.0,0.0,38.0
S00018523,15812.2,19.2,148.2,20230901,23932.2,2,1,350.0,350.0,0.0,0.0,38.0
S00018524,15813.2,19.2,148.2,20230901,23941.2,2,1,322.0,350.0,28.0,0.0,20.7
